Window,Path,Type,CommitDate
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\block\BlockBorderTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\xy\XYSeriesCollection.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\module-info.java,Production,2025-05-17 22:32:04 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\time\DayTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\plot\Zoomable.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\urls\CategoryURLGenerator.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\plot\PlotOrientationTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\time\TimeSeriesCollectionTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\imagemap\StandardURLTagFragmentGeneratorTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\axis\CategoryLabelPositionTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\general\IntervalDataItem.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\block\AbstractBlock.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\xy\YIntervalDataItem.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\statistics\SimpleHistogramDatasetTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\event\TitleChangeListener.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\time\TimePeriod.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\renderer\DefaultPolarItemRendererTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\axis\Tick.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\event\ChartProgressListener.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\axis\TickUnits.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\internal\CloneUtilsTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\renderer\category\LineAndShapeRenderer.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\xy\XYIntervalSeriesCollection.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\renderer\category\StatisticalBarRenderer.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\renderer\RendererChangeDetector.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\block\LineBorder.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\XYAreaChartTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\xy\CategoryTableXYDatasetTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\plot\compass\PinNeedleTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\labels\StandardCategoryItemLabelGenerator.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\entity\CategoryItemEntity.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\xy\YIntervalSeriesTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\KeyedValues2DItemKey.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\ComparableObjectSeries.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\StandardChartThemeTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\plot\compass\PlumNeedle.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\swing\SelectionZoomStrategy.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\time\RegularTimePeriod.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\xy\VectorSeriesCollectionTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\RangeType.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\DefaultKeyedValues.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\resources\DataPackageResources_pl.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\axis\NumberTickUnitSource.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\renderer\xy\StandardXYItemRenderer.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\xy\DefaultTableXYDataset.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\plot\compass\MeterNeedleTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\plot\IntervalMarkerTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\internal\LineUtils.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\xy\XIntervalSeriesCollectionTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\DatasetChangeConfirmation.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\labels\CategoryToolTipGenerator.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\xy\DefaultXYDatasetTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\labels\XYItemLabelGenerator.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\plot\dial\StandardDialScale.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\renderer\category\AreaRenderer.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\annotations\XYBoxAnnotationTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\renderer\GrayPaintScaleTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\xy\Vector.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\plot\dial\StandardDialRangeTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\statistics\HistogramDatasetTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\swing\editor\ChartEditorFactory.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\xy\CategoryTableXYDataset.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\entity\StandardEntityCollectionTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\gantt\TaskSeriesCollection.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\plot\PlotState.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\time\DateRangeTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\KeyedObject.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\labels\StandardPieSectionLabelGeneratorTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYStepRenderer.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\api\RectangleAlignment.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\general\DefaultHeatMapDataset.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\KeyedObjectTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\Values2D.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYBarRendererTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\urls\PieURLGenerator.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\entity\ChartEntity.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\plot\pie\PiePlot.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\plot\compass\PinNeedle.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\plot\DefaultDrawingSupplierTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\xy\MatrixSeriesTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\DefaultKeyedValue.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\plot\MyPlotChangeListener.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\block\BlockFrame.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\axis\Axis.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\time\ohlc\OHLCSeriesCollection.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\title\TextTitleTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\axis\LogTick.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\flow\FlowDataset.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\renderer\xy\XYShapeRendererTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\labels\StandardXYSeriesLabelGenerator.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\annotations\CategoryLineAnnotation.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\swing\ChartFrame.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\block\GridArrangement.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\xy\XYDataset.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\labels\BoxAndWhiskerXYToolTipGenerator.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\axis\ModuloAxisTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\xy\XYIntervalSeriesTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\json\JSONUtils.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\block\Size2D.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\axis\ExtendedCategoryAxisTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\labels\BoxAndWhiskerToolTipGeneratorTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\axis\PeriodAxis.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\api\XYCoordinateType.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\internal\HashUtils.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\plot\CombinedRangeXYPlotTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\TimeSeriesChartTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialBackground.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\StandardChartTheme.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\entity\CategoryItemEntityTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\plot\DialShape.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\xy\XYIntervalSeriesCollectionTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\ChartTheme.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\plot\dial\StandardDialScaleTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\DomainOrder.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\xy\XYIntervalDataItemTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\util\ExportUtils.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\time\TimePeriodValues.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\util\GradientPaintTransformType.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\renderer\category\AreaRendererTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\date\MonthConstants.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\xy\DefaultIntervalXYDataset.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\general\DatasetUtils.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\swing\Overlay.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\renderer\xy\XYAreaRenderer2Test.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\renderer\category\StackedBarRendererTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\time\WeekTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\axis\AxisCollection.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\plot\Marker.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\urls\TimeSeriesURLGeneratorTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\renderer\xy\XYBlockRendererTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\block\ColumnArrangementTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\plot\ThermometerPlot.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialCap.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\renderer\xy\XYBoxAndWhiskerRendererTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYBezierRenderer.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\xy\TableXYDataset.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\entity\FlowEntity.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\flow\FlowKey.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\annotations\XYImageAnnotation.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\plot\DrawingSupplier.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\renderer\category\BarRendererTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\general\DefaultKeyedValuesDatasetTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\entity\XYItemEntityTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\block\BlockContainer.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\DefaultKeyedValueTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\plot\MeterPlot.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\plot\compass\LongNeedleTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\renderer\RendererUtils.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\renderer\category\BarRenderer.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\text\G2TextMeasurer.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\plot\pie\PiePlotState.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\time\TimePeriodAnchorTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\plot\compass\LineNeedle.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\json\impl\JSONAware.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\xy\XYCoordinate.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\block\ColumnArrangement.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\function\PolynomialFunction2D.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\time\TimeSeriesTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\chart\plot\compass\ShipNeedleTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\plot\CategoryMarker.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\statistics\DefaultMultiValueCategoryDatasetTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\renderer\xy\CandlestickRenderer.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\test\java\org\jfree\data\time\QuarterTest.java,Test,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\swing\editor\StrokeChooserPanel.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\data\statistics\DefaultStatisticalCategoryDataset.java,Production,2025-05-20 18:02:33 +0200
W1,C:\Users\Muhammad Sohaib Arif\repos\jfreechart\src\main\java\org\jfree\chart\renderer\xy\XYSplineRenderer.java,Production,2025-05-20 18:02:33 +0200
